job-1	skill-a	41.95243358	-88.22983749	60
job-2	skill-b	42.00404441	-88.27373586	60
job-3	skill-c	41.87056981	-87.90780939	60
job-4	skill-d	41.7684957	-88.07030532	60
job-5	skill-e	41.68820802	-87.91776274	60
job-6	skill-f	41.72170648	-87.85520118	60
job-7	skill-g	41.93085999	-87.62706696	60
job-8	skill-h	41.66826647	-87.85599186	60
job-9	skill-a	41.73034739	-87.80362279	60
job-10	skill-b	41.69278342	-88.21532669	60
job-11	skill-c	41.6641853	-87.9689866	60
job-12	skill-d	41.79460052	-87.7154664	60
job-13	skill-e	42.00118432	-87.93892044	60
job-14	skill-f	41.94664507	-88.21993415	60
job-15	skill-g	41.98306391	-87.65728842	60
job-16	skill-h	41.62135254	-87.96362718	60
job-17	skill-a	41.71972171	-87.91216212	60
job-18	skill-b	41.98200915	-88.071866	60
job-19	skill-c	42.04272307	-88.00271972	60
job-20	skill-d	41.73684961	-87.827995	60
job-21	skill-e	41.9270077	-88.05010142	60
job-22	skill-f	41.93856379	-88.083314	60
job-23	skill-g	41.90915008	-87.64190526	60
job-24	skill-h	41.64589103	-88.13165942	60
job-25	skill-a	41.74861864	-88.22736369	60
job-26	skill-b	41.6675892	-87.8971458	60
job-27	skill-c	41.81804816	-88.09888184	60
job-28	skill-d	41.74418045	-88.13080753	60
job-29	skill-e	41.87665497	-88.20476203	60
job-30	skill-f	41.93130215	-87.69728423	60
job-31	skill-g	41.65183744	-87.86985569	60
job-32	skill-h	41.80497551	-88.28742297	60
job-33	skill-a	41.87553422	-88.21899233	60
job-34	skill-b	41.60250574	-87.88898657	60
job-35	skill-c	41.76257321	-87.75781182	60
job-36	skill-d	41.71441026	-88.02260348	60
job-37	skill-e	41.65153711	-87.94703042	60
job-38	skill-f	41.91906776	-88.12511271	60
job-39	skill-g	41.86926952	-87.71157603	60
job-40	skill-h	42.03905352	-87.90771045	60
job-41	skill-a	41.93288548	-87.71800227	60
job-42	skill-b	41.78970537	-88.14354113	60
job-43	skill-c	41.90352554	-87.94523832	60
job-44	skill-d	41.96655064	-87.98244639	60
job-45	skill-e	41.65346326	-87.76761207	60
job-46	skill-f	41.62926149	-87.99817713	60
job-47	skill-g	41.99731591	-87.9864375	60
job-48	skill-h	41.77519512	-87.68623989	60
job-49	skill-a	41.89275405	-88.02351135	60
job-50	skill-b	42.04730171	-88.07066298	60
job-51	skill-c	42.03962416	-87.69220358	60
job-52	skill-d	41.6599887	-87.98065079	60
job-53	skill-e	42.02388987	-88.2929262	60
job-54	skill-f	41.66511288	-88.02771397	60
job-55	skill-g	41.97585675	-88.16294804	60
job-56	skill-h	42.0334784	-88.23598592	60
job-57	skill-a	41.59780737	-87.96656149	60
job-58	skill-b	41.89840239	-88.22543239	60
job-59	skill-c	41.67733535	-87.90054307	60
job-60	skill-d	41.83662983	-88.37023754	60
job-61	skill-e	41.66034555	-87.7548812	60
job-62	skill-f	41.75932257	-87.94196288	60
job-63	skill-g	42.06937142	-87.77394168	60
job-64	skill-h	41.66369719	-88.22259677	60
job-65	skill-a	41.78733113	-88.31480938	60
job-66	skill-b	42.15176803	-87.99830626	60
job-67	skill-c	41.65817477	-88.25551443	60
job-68	skill-d	41.63930598	-87.97584996	60
job-69	skill-e	41.86885435	-88.3551139	60
job-70	skill-f	41.97552009	-88.09796993	60
job-71	skill-g	41.93342786	-88.31788087	60
job-72	skill-h	41.96450002	-88.25529686	60
job-73	skill-a	41.98569448	-87.65310839	60
job-74	skill-b	41.95239284	-87.67309525	60
job-75	skill-c	41.99297859	-87.68499178	60
job-76	skill-d	41.73656864	-87.99533168	60
job-77	skill-e	41.91976662	-87.86124222	60
job-78	skill-f	42.01527344	-87.89130009	60
job-79	skill-g	41.73785478	-88.12474523	60
job-80	skill-h	41.91170586	-88.17300163	60
job-81	skill-a	41.84016585	-88.09830471	60
job-82	skill-b	42.06901747	-88.00237951	60
job-83	skill-c	41.94394237	-87.79853233	60
job-84	skill-d	41.72923042	-87.94504237	60
job-85	skill-e	41.78223571	-88.31433442	60
job-86	skill-f	41.9950159	-87.91461195	60
job-87	skill-g	42.00890535	-88.26021341	60
job-88	skill-h	41.77191822	-87.67411887	60
job-89	skill-a	41.86057907	-88.32411463	60
job-90	skill-b	41.83272095	-88.29666775	60
job-91	skill-c	41.84770994	-87.67895322	60
job-92	skill-d	41.9131255	-87.99527699	60
job-93	skill-e	42.01740772	-87.90798322	60
job-94	skill-f	41.74721145	-87.82626081	60
job-95	skill-g	41.78389827	-88.19460505	60
job-96	skill-h	41.77418287	-88.00842481	60
job-97	skill-a	41.89237184	-87.95613328	60
job-98	skill-b	42.1179641	-87.99059842	60
job-99	skill-c	41.84255364	-88.09619399	60
job-100	skill-d	41.91875632	-87.76056996	60
